"Pincode","AreaCode","ProcessCode","HubZoneName","HubCity","HubState","COD","PrePaid","HasReversePickUpService"
"515762","","1","South-1","KAMBADUR","ANDHRA PRADESH","True","True",""
"515621","","1","South-1","KAMBADUR","ANDHRA PRADESH","True","True",""
"515766","","1","South-1","KAMBADUR","ANDHRA PRADESH","True","True",""
"515765","","1","South-1","KAMBADUR","ANDHRA PRADESH","True","True",""
"591123","","","South-2","LOKAPUR","KARNATAKA","True","True","True"
"581126","","","South-2","LAKSHMESHWARA","KARNATAKA","True","True","True"
"581118","","","South-2","LAKSHMESHWARA","KARNATAKA","True","True","True"
"689653","","","South-2","PATHANAMTHITTA","KERALA","True","True","True"
"628201","RSC/Thiruchendur","S2/A-68/2C","South-2","THIRUCHENDUR","TAMIL NADU","True","True","True"
"628219","RSC/Thiruchendur","S2/A-68/2C","South-2","THIRUCHENDUR","TAMIL NADU","True","True","True"
"628218","RSC/Thiruchendur","S2/A-68/2C","South-2","THIRUCHENDUR","TAMIL NADU","True","True","True"
"524301","","","South-1","CHEJARLA","ANDHRA PRADESH","True","True","True"
"509350","","","South-1","KODANGAL","TELANGANA","True","True","True"
"445201","","","Central","MANORA","MAHARASHTRA","True","True","True"
"422205","","","West","DINDORI MH","MAHARASHTRA","True","True","True"
"382728","","","West","KADI GJ","GUJARAT","True","True","True"
"382165","","","West","KADI GJ","GUJARAT","True","True","True"
"431169","","","West","Waluj","MAHARASHTRA","True","True","True"
"431172","","W/A-29/17B","West","RAHATA","MAHARASHTRA","True","True","True"
"413707","","W/A-29/17B","West","RAHATA","MAHARASHTRA","True","True","True"
"415216","","W/A-27/19A","West","BAMBAVADE","MAHARASHTRA","True","True","True"
"430006","","1","West","MARCEL","GOA","True","True",""
"754224","","","East","MARSHAGHAI","ORISSA","True","True","True"
"754153","RSC/Kendrapara","E/A-77/11B","East","KENDRAPARA","ORISSA","True","True","True"
"841401","","","East","MASHRAKH","BIHAR","True","True","True"
"721648","","","East","NETAJINAGAR","WEST BENGAL","True","True","True"
"721643","","","East","NETAJINAGAR","WEST BENGAL","True","True","True"
"241202","","","North","SANDILA","UTTAR PRADESH","True","True","True"
"241201","","","North","SANDILA","UTTAR PRADESH","True","True","True"
"241126","","","North","SANDILA","UTTAR PRADESH","True","True","True"
"276203","","","North","LALGANJ","UTTAR PRADESH","True","True","True"
"193404","","1","North","MAGAM","JAMMU AND KASHMIR","True","True",""
"185155","RSC/Nowshera","N/A-15/5C","North","NOWSHERA","JAMMU AND KASHMIR","True","True","True"
"521457","RSC/Jaggaiahpeta","","South-1","JAGGAIAHPETA","ANDHRA PRADESH","True","True","True"
"521178","RSC/Jaggaiahpeta","","South-1","JAGGAIAHPETA","ANDHRA PRADESH","True","True","True"
"521175","RSC/Jaggaiahpeta","","South-1","JAGGAIAHPETA","ANDHRA PRADESH","True","True","True"
"581119","","1","South-2","RATTIHALLI","KARNATAKA","True","True",""
"581116","","1","South-2","RATTIHALLI","KARNATAKA","True","True",""
"442604","","1","Central","CHAMORSHI","MAHARASHTRA","True","True",""
"212104","","1","North","MANDA","UTTAR PRADESH","True","True",""
"577544","","1","South-2","SANTHEBENNUR","KARNATAKA","True","True",""
"577552","","1","South-2","SANTHEBENNUR","KARNATAKA","True","True",""
"605766","","1","South-2","THIRUKOVILUR","TAMIL NADU","True","True",""
"605759","","1","South-2","THIRUKOVILUR","TAMIL NADU","True","True",""
"605757","","1","South-2","THIRUKOVILUR","TAMIL NADU","True","True",""
"605756","","1","South-2","THIRUKOVILUR","TAMIL NADU","True","True",""
"605752","","1","South-2","THIRUKOVILUR","TAMIL NADU","True","True",""
"261207","","1","North","SITAPUR","UTTAR PRADESH","True","True",""
"261136","","1","North","SITAPUR","UTTAR PRADESH","True","True",""
"261135","","1","North","SITAPUR","UTTAR PRADESH","True","True",""
"683548","","1","South-2","KURUPPAMPADI","KERALA","True","True",""
"683547","","1","South-2","KURUPPAMPADI","KERALA","True","True",""
"683545","","1","South-2","KURUPPAMPADI","KERALA","True","True",""
"686669","","1","South-2","KURUPPAMPADI","KERALA","True","True",""
"415804","","1","West","SANGMESHWAR","MAHARASHTRA","True","True",""
"415801","","1","West","SANGMESHWAR","MAHARASHTRA","True","True",""
"415611","","1","West","SANGMESHWAR","MAHARASHTRA","True","True",""
"638105","","1","South-2","VELLAKOVIL","TAMIL NADU","True","True",""
"638111","","1","South-2","VELLAKOVIL","TAMIL NADU","True","True",""
"530053","","1","South-1","LANKELAPALEM","ANDHRA PRADESH","True","True",""
"571419","","1","South-2","KOPPAMANDYA","KARNATAKA","True","True",""
"571425","","1","South-2","KOPPAMANDYA","KARNATAKA","True","True",""
"825401","","1","East","CHATRA","JHARKHAND","True","True",""
"531083","","1","South-1","ADDUROAD","ANDHRA PRADESH","True","True",""
"531081","","1","South-1","ADDUROAD","ANDHRA PRADESH","True","True",""
"221602","","1","North","BELTHARA ROAD","UTTAR PRADESH","True","True",""
"221715","","1","North","BELTHARA ROAD","UTTAR PRADESH","True","True",""
"331501","","1","North","BIDASAR","RAJASTHAN","True","True",""
"781305","","1","North East","BHELLA","ASSAM","True","True",""
"781302","","1","North East","BHELLA","ASSAM","True","True",""
"781307","","1","North East","BHELLA","ASSAM","True","True",""
"327022","","1","North","PARTAPUR","RAJASTHAN","True","True",""
"722173","","1","East","BISHPURIA","WEST BENGAL","True","True",""
"723148","","1","East","BISHPURIA","WEST BENGAL","True","True",""
"723151","","1","East","BISHPURIA","WEST BENGAL","True","True",""
"723130","","1","East","BISHPURIA","WEST BENGAL","True","True",""
"741152","","1","East","BETAI","WEST BENGAL","True","True",""
"741165","","1","East","BETAI","WEST BENGAL","True","True",""
"741160","","1","East","BETAI","WEST BENGAL","True","True",""
"741163","","1","East","BETAI","WEST BENGAL","True","True",""
"802204","","1","East","BIKRAMGANJ","BIHAR","True","True",""
"802212","","1","East","BIKRAMGANJ","BIHAR","True","True",""
"785679","SIVG","NE/A-94/5B","North East","SIVSAGAR","ASSAM","True","True","True"
"787033","","","North East","BANDERDEWA","ASSAM","True","True","True"
"787054","","","North East","BANDERDEWA","ASSAM","True","True","True"
"784102","RSC/Balipara","NE/A-94/14A","North East","BALIPARA","ASSAM","True","True","True"
"711316","ULUB","UL/UB-1","East","HOWRAH","WEST BENGAL","True","True","False"
"711315","ULUB","UL/UB-1","East","HOWRAH","WEST BENGAL","True","True","False"
"413409","","1","West","PANGRI","MAHARASHTRA","True","True",""
"413404","","1","West","PANGRI","MAHARASHTRA","True","True",""
"494115","","1","Central","SUKMA","CHHATTISGARH","True","True",""
"494122","","1","Central","SUKMA","CHHATTISGARH","True","True",""
"492111","","1","Central","SUKMA","CHHATTISGARH","True","True",""
"494446","","1","Central","BIJAPUR CG","CHHATTISGARH","True","True",""
"494444","","1","Central","BIJAPUR CG","CHHATTISGARH","True","True",""
"480442","","1","Central","PARASIYA","MADHYA PRADESH","True","True",""
"574228","RSC/Belthangady","S2/A-70/3A","South-2","BELTHANGADY","KARNATAKA","True","True","True"
"768234","","1","East","BELPAHAR","ORISSA","True","True",""
"783375","","1","North East","BENGTOL","ASSAM","True","True",""
"783394","","1","North East","BENGTOL","ASSAM","True","True",""
"574325","","","South-2","KALLERI","KARNATAKA","True","True","True"
"691319","","","South-2","PARAVUR","KERALA","True","True","True"
"591226","RSC/Chikodi","W/A-30/3B","South-2","CHIKODI","KARNATAKA","True","True","True"
"591287","RSC/Chikodi","W/A-30/3B","South-2","CHIKODI","KARNATAKA","True","True","True"
"591247","RSC/Chikodi","W/A-30/3B","South-2","CHIKODI","KARNATAKA","True","True","True"
"591222","RSC/Chikodi","W/A-30/3B","South-2","CHIKODI","KARNATAKA","True","True","True"
"573215","","","South-2","Halebeedu","KARNATAKA","True","True","True"
"573101","","","South-2","Halebeedu","KARNATAKA","True","True","True"
"581340","","","South-2","MURDESHWAR","KARNATAKA","True","True","True"
"581348","","","South-2","MURDESHWAR","KARNATAKA","True","True","True"
"431138","","","West","Waluj","MAHARASHTRA","True","True","True"
"416145","RSC/Veeta","W/A-30/1C","West","VEETA","MAHARASHTRA","True","True","True"
"416540","RSC/Veeta","W/A-30/1C","West","VEETA","MAHARASHTRA","True","True","True"
"415507","RSC/Vaduj","W/A-30/5B","West","VADUJ","MAHARASHTRA","True","True","True"
"416322","RSC/Tasgaon","W/A-30/6B","West","TASGAON","MAHARASHTRA","True","True","True"
"416307","RSC/Tasgaon","W/A-30/6B","West","TASGAON","MAHARASHTRA","True","True","True"
"416306","RSC/Tasgaon","W/A-30/6B","West","TASGAON","MAHARASHTRA","True","True","True"
"185156","RSC/Sunderbani","N/A-15/6A","North","SUNDERBANI","JAMMU AND KASHMIR","True","True","True"
"413550","","","West","SHIRUR ANANTPAL","MAHARASHTRA","True","True",""
"413549","","","West","SHIRUR ANANTPAL","MAHARASHTRA","True","True",""
"413548","","","West","SHIRUR ANANTPAL","MAHARASHTRA","True","True",""
"413547","","","West","SHIRUR ANANTPAL","MAHARASHTRA","True","True",""
"413546","","","West","SHIRUR ANANTPAL","MAHARASHTRA","True","True",""
"413545","","","West","SHIRUR ANANTPAL","MAHARASHTRA","True","True",""
"410065","RSC/Saidapura Satara","W/A-27/18C","West","SAIDAPURA SATARA","MAHARASHTRA","True","True","True"
"152025","","","North","RUPANA","PUNJAB","True","True","True"
"230130","","","North","RANIGUNJ UP","UTTAR PRADESH","True","True","True"
"312618","RSC/Pratapgarh-RJ","N/A-11/3A","North","PRATAPGARHRJ","RAJASTHAN","True","True","True"
"403409","","","West","PONDA GOA","GOA","True","True","True"
"403405","","","West","PONDA GOA","GOA","True","True","True"
"412111","","","West","PIRANGUT","MAHARASHTRA","True","True","True"
"412042","","","West","PIRANGUT","MAHARASHTRA","True","True","True"
"416529","","","West","PINGULI","MAHARASHTRA","True","True","True"
"430005","","","West","PINGULI","MAHARASHTRA","True","True","True"
"534215","RSC/Peravalli","S1/A-53/1C","South-1","PERAVALLI","ANDHRA PRADESH","True","True","True"
"532215","RSC/Pathapatnam","S1/A-51/5B","South-1","PATHAPATNAM","ANDHRA PRADESH","True","True","True"
"415109","","","West","PATAN MH","MAHARASHTRA","True","True","True"
"413117","","","West","NIMGAON KETKI","MAHARASHTRA","True","True","True"
"144502","RSC/Nawanshahr","N/A-13/11A","North","NAWANSAHAR","PUNJAB","True","True","True"
"485661","RSC/Maihar","C/A-40/2B","Central","MAIHAR","MADHYA PRADESH","True","True","True"
"431110","RSC/Lasur","W/A-29/11B","West","LASUR","MAHARASHTRA","True","True","True"
"321006","RSC/Kherli","N/A-11/9A","North","KHERLI","RAJASTHAN","True","True","True"
"325601","","","North","KHANPUR RJ","RAJASTHAN","True","True","True"
"391230","","","West","Karjan","GUJARAT","True","True","True"
"322245","RSC/Karauli","N/A-11/7B","North","KARAULI","RAJASTHAN","True","True","True"
"396330","","","West","KALOL","GUJARAT","True","True","True"
"577181","","","South-2","KALASA","KARNATAKA","True","True","True"
"577124","","","South-2","KALASA","KARNATAKA","True","True","True"
"412413","RSC/Junnar1","W/A-27/10B","West","JUNNAR","MAHARASHTRA","True","True","True"
"364465","RSC/Jetpur","W/A-32/2B","West","JETPUR","GUJARAT","True","True","True"
"360150","RSC/Jamjodhpur","W/A-32/24B","West","JAMJODHPUR","GUJARAT","True","True","True"
"364560","RSC/Jafrabad","W/A-32/3B","West","JAFRABAD","GUJARAT","True","True","True"
"363334","","","West","HALVAD","GUJARAT","True","True","True"
"144631","","","North","DHILWAN","PUNJAB","True","True","True"
"144819","","","North","DHILWAN","PUNJAB","True","True","True"
"455118","","","Central","DEWAS","MADHYA PRADESH","True","True","True"
"455116","","","Central","DEWAS","MADHYA PRADESH","True","True","True"
"414709","RSC/Daund","W/A-27/8A","West","DAUND","MAHARASHTRA","True","True","True"
"414702","RSC/Daund","W/A-27/8A","West","DAUND","MAHARASHTRA","True","True","True"
"410520","RSC/Baramati1","W/A-27/8C","West","BARAMATI","MAHARASHTRA","True","True","True"
"243727","","","North","ANUPSHAHAR","UTTAR PRADESH","True","True","True"
"383002","","","West","ANKLESHWAR","GUJARAT","True","True","True"
"364540","","","West","AMRELI","GUJARAT","True","True","True"
"734423","","","East","GARIDHURA","WEST BENGAL","True","True","True"
"752038","","","East","CHANDPUR ORISSA","ORISSA","True","True","True"
"843311","","","East","RUNNI SAIDPUR","BIHAR","True","True","True"
"574265","","1","South-2","MADANTHYAR","KARNATAKA","True","True",""
"323305","","1","North","RAWATBHATA","RAJASTHAN","True","True",""
"212217","","1","North","SAINI","UTTAR PRADESH","True","True",""
"212205","","1","North","SAINI","UTTAR PRADESH","True","True",""
"212204","","1","North","SAINI","UTTAR PRADESH","True","True",""
"431148","","1","West","PAITHAN","MAHARASHTRA","True","True",""
"431107","","1","West","PAITHAN","MAHARASHTRA","True","True",""
"414503","","1","West","PAITHAN","MAHARASHTRA","True","True",""
"488446","RSC/Panna","C/A-40/3B","Central","Panna","MADHYA PRADESH","True","True","True"
"517372","","1","South-1","MULAKALACHERUVU","ANDHRA PRADESH","True","True",""
"517351","","1","South-1","MULAKALACHERUVU","ANDHRA PRADESH","True","True",""
"517371","","1","South-1","MULAKALACHERUVU","ANDHRA PRADESH","True","True",""
"517391","","1","South-1","MULAKALACHERUVU","ANDHRA PRADESH","True","True",""
"517390","","1","South-1","MULAKALACHERUVU","ANDHRA PRADESH","True","True",""
"131103","","1","North","BAROTA","HARYANA","True","True",""
"450114","","1","Central","MUNDI","MADHYA PRADESH","True","True",""
"274702","","","North","LAAR","UTTAR PRADESH","True","True","True"
"274803","","","North","KHADDA UP","UTTAR PRADESH","True","True","True"
"794106","","1","North East","MAHENDRAGANJ","MEGHALAYA","True","True",""
"680684","","","South-2","MALA KL","KERALA","True","True","True"
"680689","","","South-2","MALA KL","KERALA","True","True","True"
"690534","","","South-2","CHARUMOOD","KERALA","True","True","True"
"752102","","","East","ADASPUR","ORISSA","True","True","True"
"841411","","","East","MASHRAKH","BIHAR","True","True","True"
"825315","RSC/Gumia","E/A-78/9A","East","GUMIA","JHARKHAND","True","True","True"
"848202","","","East","BAKHRI","BIHAR","True","True","True"
"855102","","","East","BARSOI","BIHAR","True","True","True"
"731213","","","East","MOHAMMAD BAZAR","WEST BENGAL","True","True","True"
"713383","","","East","ASANSOL","WEST BENGAL","True","True","True"
"721166","","","East","DEBRA","WEST BENGAL","True","True","True"
"721438","","","East","PATASHPUR","WEST BENGAL","True","True","True"
"712426","","","East","MOGRA","WEST BENGAL","True","True","True"
"712424","","","East","HARIPAL","WEST BENGAL","True","True","True"
"712419","","","East","PURSURAH","WEST BENGAL","True","True","True"
"742185","","","East","LALGOLA","WEST BENGAL","True","True","True"
"742164","","","East","LALGOLA","WEST BENGAL","True","True","True"
"741162","RSC/Bethudahari","E/A-80/7C","East","BETHUDAHARI","WEST BENGAL","True","True","True"
"713361","RSC/Memaari","E/A-80/16C","East","MEMARI","WEST BENGAL","True","True","True"
"722163","","","East","RATANPUR","WEST BENGAL","True","True","True"
"713429","","","East","MANTESWAR","WEST BENGAL","True","True","True"
"713419","","","East","MANTESWAR","WEST BENGAL","True","True","True"
"713369","","","East","RUPNARAYANPUR","WEST BENGAL","True","True","True"
"713365","","","East","RUPNARAYANPUR","WEST BENGAL","True","True","True"
"229124","","","North","SALON","UTTAR PRADESH","True","True","True"
"311303","","","North","BADNOR","RAJASTHAN","True","True","True"
"301711","RSC/Neemrana","N/A-11/13A","North","NEEMRANA","RAJASTHAN","True","True","True"
"301036","","","North","TIJARA","RAJASTHAN","True","True","True"
"301418","BWD","N/A-03/5C","North","BHIWADI","RAJASTHAN","True","True","True"
"301417","BWD","N/A-03/5C","North","BHIWADI","RAJASTHAN","True","True","True"
"143408","","","North","PATTI","PUNJAB","True","True","True"
"141308","","","North","PHILLAUR","PUNJAB","True","True","True"
"141307","","","North","PHILLAUR","PUNJAB","True","True","True"
"464116","RSC/Vidisha","C/A-35/2C","Central","VIDISHA","MADHYA PRADESH","True","True","True"
"464110","RSC/Vidisha","C/A-35/2C","Central","VIDISHA","MADHYA PRADESH","True","True","True"
"160099","MHL","N/A-12/1A","North","MOHALI","PUNJAB","True","True","True"
"160098","MHL","N/A-12/1A","North","MOHALI","PUNJAB","True","True","True"
"160097","MHL","N/A-12/1A","North","MOHALI","PUNJAB","True","True","True"
"160096","MHL","N/A-12/1A","North","MOHALI","PUNJAB","True","True","True"
"160095","MHL","N/A-12/1A","North","MOHALI","PUNJAB","True","True","True"
"160094","MHL","N/A-12/1A","North","MOHALI","PUNJAB","True","True","True"
"160093","MHL","N/A-12/1A","North","MOHALI","PUNJAB","True","True","True"
"160092","MHL","N/A-12/1A","North","MOHALI","PUNJAB","True","True","True"
"160091","MHL","N/A-12/1A","North","MOHALI","PUNJAB","True","True","True"
"470000","RSC/Sagar","C/A-35/3B","Central","Sagar","MADHYA PRADESH","True","True","True"
"481339","","","Central","WARASEONI","MADHYA PRADESH","True","True","True"
"431176","","","West","KADA","MAHARASHTRA","True","True","True"
"414674","","","West","KADA","MAHARASHTRA","True","True","True"
"431161","","","West","NEWASA","MAHARASHTRA","True","True","True"
"430004","","","West","BANDA MH","MAHARASHTRA","True","True","True"
"416515","","","West","PINGULI","MAHARASHTRA","True","True","True"
"416146","RSC/Nandani","W/A-30/7A","West","NANDANI","MAHARASHTRA","True","True","True"
"430507","RSC/Dodamarg","W/A-28/3C","West","DODAMARG","MAHARASHTRA","True","True","True"
"410005","","","West","ARJUNWAD","MAHARASHTRA","True","True","True"
"416019","","","West","BALINGA","MAHARASHTRA","True","True","True"
"413119","","","West","MALASHIRAS","MAHARASHTRA","True","True","True"
"413543","","","West","SHIRUR ANANTPAL","MAHARASHTRA","True","True",""
"413542","","","West","SHIRUR ANANTPAL","MAHARASHTRA","True","True",""
"413541","","","West","SHIRUR ANANTPAL","MAHARASHTRA","True","True",""
"416435","RSC/Miraj","W/A-30/2A","West","MIRAJ","MAHARASHTRA","True","True","True"
"416423","RSC/Miraj","W/A-30/2A","West","MIRAJ","MAHARASHTRA","True","True","True"
"416437","RSC/Miraj","W/A-30/2A","West","MIRAJ","MAHARASHTRA","True","True","True"
"413603","","","West","MURUM","MAHARASHTRA","True","True","True"
"413602","","","West","MURUM","MAHARASHTRA","True","True","True"
"384350","RSC/Vadnagar","W/A-24/4C","West","VADNAGAR","GUJARAT","True","True","True"
"384329","RSC/Vadnagar","W/A-24/4C","West","VADNAGAR","GUJARAT","True","True","True"
"384328","RSC/Vadnagar","W/A-24/4C","West","VADNAGAR","GUJARAT","True","True","True"
"384327","RSC/Vadnagar","W/A-24/4C","West","VADNAGAR","GUJARAT","True","True","True"
"384323","RSC/Vadnagar","W/A-24/4C","West","VADNAGAR","GUJARAT","True","True","True"
"384321","RSC/Vadnagar","W/A-24/4C","West","VADNAGAR","GUJARAT","True","True","True"
"384319","RSC/Vadnagar","W/A-24/4C","West","VADNAGAR","GUJARAT","True","True","True"
"384280","RSC/Patan","W/A-24/9A","West","Patan","GUJARAT","True","True","True"
"384278","RSC/Patan","W/A-24/9A","West","Patan","GUJARAT","True","True","True"
"384257","RSC/Patan","W/A-24/9A","West","Patan","GUJARAT","True","True","True"
"384256","RSC/Patan","W/A-24/9A","West","Patan","GUJARAT","True","True","True"
"384228","RSC/Patan","W/A-24/9A","West","Patan","GUJARAT","True","True","True"
"384227","RSC/Patan","W/A-24/9A","West","Patan","GUJARAT","True","True","True"
"384222","RSC/Patan","W/A-24/9A","West","Patan","GUJARAT","True","True","True"
"384112","RSC/Patan","W/A-24/9A","West","Patan","GUJARAT","True","True","True"
"384111","RSC/Patan","W/A-24/9A","West","Patan","GUJARAT","True","True","True"
"382740","","","West","KALOL","GUJARAT","True","True","True"
"382845","","","West","KALOL","GUJARAT","True","True","True"
"382121","","","West","KALOL","GUJARAT","True","True","True"
"382166","","","West","KALOL","GUJARAT","True","True","True"
"382770","RSC/Patadi","W/A-24/12A","West","PATADI","GUJARAT","True","True","True"
"382160","","","West","SANAND","GUJARAT","True","True","True"
"382155","","","West","SANAND","GUJARAT","True","True","True"
"382276","RSC/Limdi","W/A-24/11C","West","LIMDI","GUJARAT","True","True","True"
"382270","RSC/Limdi","W/A-24/11C","West","LIMDI","GUJARAT","True","True","True"
"382241","RSC/Limdi","W/A-24/11C","West","LIMDI","GUJARAT","True","True","True"
"394660","","","West","SONGADH","GUJARAT","True","True","True"
"394365","","","West","SONGADH","GUJARAT","True","True","True"
"508238","RSC/Kodad","S1/A-47/11C","South-1","Kodad","TELANGANA","True","True","True"
"518425","RSC/Atmakur","S1/A-48/1C","South-1","Atmakur","ANDHRA PRADESH","True","True","True"
"518424","RSC/Atmakur","S1/A-48/1C","South-1","Atmakur","ANDHRA PRADESH","True","True","True"
"518535","RSC/Atmakur","S1/A-48/1C","South-1","Atmakur","ANDHRA PRADESH","True","True","True"
"508257","RSC/Mallepally","S1/A-47/12C","South-1","MALLEPALLY","TELANGANA","True","True","True"
"643205","","1","South-2","PANDALUR","TAMIL NADU","True","True",""
"643220","","1","South-2","PANDALUR","TAMIL NADU","True","True",""
"643239","","1","South-2","PANDALUR","TAMIL NADU","True","True",""
"643241","","1","South-2","PANDALUR","TAMIL NADU","True","True",""
"643253","","1","South-2","PANDALUR","TAMIL NADU","True","True",""
"643233","","1","South-2","PANDALUR","TAMIL NADU","True","True",""
"689549","","1","South-2","MARAMON","KERALA","True","True",""
"689514","","1","South-2","MARAMON","KERALA","True","True",""
"689532","","1","South-2","MARAMON","KERALA","True","True",""
"689654","","1","South-2","MARAMON","KERALA","True","True",""
"689641","","1","South-2","MARAMON","KERALA","True","True",""
"274502","","1","North","LAR TOWN","UTTAR PRADESH","True","True",""
"443308","","1","Central","DEULGAON MAHI","MAHARASHTRA","True","True",""
"443206","","1","Central","DEULGAON MAHI","MAHARASHTRA","True","True",""
"577553","","1","South-2","JAGALUR","KARNATAKA","True","True",""
"577528","","1","South-2","JAGALUR","KARNATAKA","True","True",""
"283114","","1","North","BAAH","UTTAR PRADESH","True","True",""
"283113","","1","North","BAAH","UTTAR PRADESH","True","True",""
"283123","","1","North","BAAH","UTTAR PRADESH","True","True",""
"283104","","1","North","BAAH","UTTAR PRADESH","True","True",""
"686582","","1","South-2","ERATTUPETTA","KERALA","True","True",""
"686581","","1","South-2","ERATTUPETTA","KERALA","True","True",""
"686121","","1","South-2","ERATTUPETTA","KERALA","True","True",""
"766108","","1","East","KHARIAR","ORISSA","True","True",""
"766106","","1","East","KHARIAR","ORISSA","True","True",""
"766107","","1","East","KHARIAR","ORISSA","True","True",""
"306023","","1","North","MARWAR JUNCTION","RAJASTHAN","True","True",""
"306001","","1","North","MARWAR JUNCTION","RAJASTHAN","True","True",""
"224118","","1","North","RUDAULI","UTTAR PRADESH","True","True",""
"224116","","1","North","RUDAULI","UTTAR PRADESH","True","True",""
"224120","","1","North","RUDAULI","UTTAR PRADESH","True","True",""
"767051","","1","East","KANTABANJI","ORISSA","True","True",""
"767049","","1","East","KHARIAR","ORISSA","True","True",""
"767060","","1","East","KANTABANJI","ORISSA","True","True",""
"767039","","1","East","KANTABANJI","ORISSA","True","True",""
"533230","","1","South-1","RAVULAPALEM","ANDHRA PRADESH","True","True",""
"193411","","1","North","MAGAM","JAMMU AND KASHMIR","True","True",""
"193401","","1","North","MAGAM","JAMMU AND KASHMIR","True","True",""
"742303","","1","East","KALADANGA","WEST BENGAL","True","True",""
"742304","","1","East","KALADANGA","WEST BENGAL","True","True",""
"241125","","1","North","SHAHBAD UP","UTTAR PRADESH","True","True",""
"241124","","1","North","SHAHBAD UP","UTTAR PRADESH","True","True",""
"811103","","1","East","BARBIGHA","BIHAR","True","True",""
"805108","","1","East","BARBIGHA","BIHAR","True","True",""
"413580","","1","West","BEMBLI","MAHARASHTRA","True","True",""
"364135","","1","West","TALAJA","GUJARAT","True","True",""
"364150","","1","West","TALAJA","GUJARAT","True","True",""
"364140","","1","West","TALAJA","GUJARAT","True","True",""
"413613","","","West","HADGAON","MAHARASHTRA","True","True","True"
"431149","","","West","WADWANI","MAHARASHTRA","True","True",""
"431144","","","West","WADWANI","MAHARASHTRA","True","True",""
"711410","","","East","AMTA WB","WEST BENGAL","True","True","True"
"752120","","","East","KAKATPUR","ORISSA","True","True","True"
"765029","RSC/Gunupur","E/A-77/14B","East","GUNUPUR","ORISSA","True","True","True"
"765026","RSC/Gunupur","E/A-77/14B","East","GUNUPUR","ORISSA","True","True","True"
"754109","","","East","JAGATSINGHPUR","ORISSA","True","True","True"
"754111","","","East","JAGATSINGHPUR","ORISSA","True","True","True"
"847411","","","East","JHANJHARPUR","BIHAR","True","True","True"
"854325","","","East","ARARIA","BIHAR","True","True","True"
"481340","","","Central","WARASEONI","MADHYA PRADESH","True","True","True"
"481338","","","Central","WARASEONI","MADHYA PRADESH","True","True","True"
"412120","","","West","PUNE","MAHARASHTRA","True","True","True"
"523185","","","South-1","VETAPALEM","ANDHRA PRADESH","True","True","True"
"413612","RSC/Tuljapur","W/A-31/4B","West","TULJAPUR","MAHARASHTRA","True","True","True"
"131030","SOP","N/A-04/1B","North","Sonipat","HARYANA","True","True","True"
"222139","","","North","SHAHGANJ","UTTAR PRADESH","True","True","True"
"123502","RSC/Rewari","N/A-03/2B","North","Rewari","HARYANA","True","True","True"
"123414","RSC/Rewari","N/A-03/2B","North","Rewari","HARYANA","True","True","True"
"122106","RSC/Rewari","N/A-03/2B","North","Rewari","HARYANA","True","True","True"
"457002","RSC/Ratlam","C/A-36/3B","Central","Ratlam","MADHYA PRADESH","True","True","True"
"431734","RSC/Purna","W/A-31/10B","West","PURNA","MAHARASHTRA","True","True","True"
"518381","RSC/Pattikonda","S1/A-48/3C","South-1","PATTIKONDA","ANDHRA PRADESH","True","True","True"
"518382","RSC/Pattikonda","S1/A-48/3C","South-1","PATTIKONDA","ANDHRA PRADESH","True","True","True"
"518391","RSC/Pattikonda","S1/A-48/3C","South-1","PATTIKONDA","ANDHRA PRADESH","True","True","True"
"431157","","","West","PATODA","MAHARASHTRA","True","True","True"
"123003","","","North","PATAUDI","HARYANA","True","True","True"
"415205","","","West","PATAN MH","MAHARASHTRA","True","True","True"
"415211","","","West","PATAN MH","MAHARASHTRA","True","True","True"
"431168","RSC/Parli Vaijnath","W/A-31/5A","West","Parli Vaijnath","MAHARASHTRA","True","True","True"
"160090","MHL","N/A-12/1A","North","MOHALI","PUNJAB","True","True","True"
"160089","MHL","N/A-12/1A","North","MOHALI","PUNJAB","True","True","True"
"160088","MHL","N/A-12/1A","North","MOHALI","PUNJAB","True","True","True"
"160087","MHL","N/A-12/1A","North","MOHALI","PUNJAB","True","True","True"
"160086","MHL","N/A-12/1A","North","MOHALI","PUNJAB","True","True","True"
"160085","MHL","N/A-12/1A","North","MOHALI","PUNJAB","True","True","True"
"160084","MHL","N/A-12/1A","North","MOHALI","PUNJAB","True","True","True"
"160083","MHL","N/A-12/1A","North","MOHALI","PUNJAB","True","True","True"
"160082","MHL","N/A-12/1A","North","MOHALI","PUNJAB","True","True","True"
"160081","MHL","N/A-12/1A","North","MOHALI","PUNJAB","True","True","True"
"413563","","","West","Loha","MAHARASHTRA","True","True","True"
"452056","RSC/Limbodi","C/A-36/9A","Central","LIMBODI","MADHYA PRADESH","True","True","True"
"124109","","","North","KOSLI","HARYANA","True","True","True"
"272178","RSC/Khalilabad","N/A-07/2B","North","KHALILABAD","UTTAR PRADESH","True","True","True"
"480771","RSC/Katangi","C/A-40/8A","Central","KATANGI","MADHYA PRADESH","True","True","True"
"410303","RSC/Kamshet","W/A-27/13C","West","KAMSHET","MAHARASHTRA","True","True","True"
"132026","RSC/Kaithal","N/A-02/7C","North","Kaithal","HARYANA","True","True","True"
